Delegacia;Ano;Natureza;Janeiro;Fevereiro;Marco;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
101 DP - Jardim das Imbuias;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;30;0;0;1;0;0;2;2;0;1;100
101 DP - Jardim das Imbuias;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;1;0;0;0;10
101 DP - Jardim das Imbuias;2023;TENTATIVA DE HOMICÍDIO;20;10;20;10;0;1;0;1;2;0;0;0;100
101 DP - Jardim das Imbuias;2023;LESÃO CORPORAL SEGUIDA DE MORTE;10;0;0;0;0;0;1;0;0;0;0;0;20
101 DP - Jardim das Imbuias;2023;LESÃO CORPORAL DOLOSA;470;550;570;510;550;52;42;59;59;40;66;66;6490
101 DP - Jardim das Imbuias;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;180;120;210;110;170;17;19;21;25;22;15;19;2170
101 DP - Jardim das Imbuias;2023;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;10;0;10;1;0;1;0;1;0;1;60
101 DP - Jardim das Imbuias;2023;LATROCÍNIO;0;0;0;0;0;1;0;0;0;0;0;0;10
101 DP - Jardim das Imbuias;2023;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;1;0;0;0;0;0;0;10
101 DP - Jardim das Imbuias;2023;TOTAL DE ESTUPRO (4);70;70;80;40;20;5;4;4;5;6;10;1;630
101 DP - Jardim das Imbuias;2023;ESTUPRO;20;20;10;20;0;2;0;1;1;1;2;1;150
101 DP - Jardim das Imbuias;2023;ESTUPRO DE VULNERÁVEL;50;50;70;20;20;3;4;3;4;5;8;0;480
101 DP - Jardim das Imbuias;2023;TOTAL DE ROUBO - OUTROS (1);1740;1340;1920;1550;2230;212;203;217;217;246;205;222;24
101 DP - Jardim das Imbuias;2023;ROUBO - OUTROS;1690;1300;1860;1510;2130;199;195;206;202;228;189;193;2261
101 DP - Jardim das Imbuias;2023;ROUBO DE VEÍCULO;320;80;200;270;310;24;29;28;17;30;27;29;3020
101 DP - Jardim das Imbuias;2023;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2023;ROUBO DE CARGA;50;40;60;40;100;13;8;11;15;18;16;29;1390
101 DP - Jardim das Imbuias;2023;FURTO - OUTROS;2040;1640;1910;2960;2490;246;204;238;251;233;195;221;2692
101 DP - Jardim das Imbuias;2023;FURTO DE VEÍCULO;130;190;190;200;270;34;27;26;25;28;29;21;2880
101 DP - Jardim das Imbuias;2022;HOMICÍDIO DOLOSO (2);30;10;20;60;40;3;2;0;2;1;2;0;260
101 DP - Jardim das Imbuias;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);30;10;20;60;40;3;2;0;2;1;2;0;260
101 DP - Jardim das Imbuias;2022;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2022;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;0;10;0;2;1;1;0;1;0;1;80
101 DP - Jardim das Imbuias;2022;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2022;TENTATIVA DE HOMICÍDIO;10;30;20;30;30;1;1;2;0;2;2;0;200
101 DP - Jardim das Imbuias;2022;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2022;LESÃO CORPORAL DOLOSA;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2022;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;20;0;0;0;0;0;0;0;0;0;0;20
101 DP - Jardim das Imbuias;2022;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2022;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;1;0;10
101 DP - Jardim das Imbuias;2022;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;1;0;10
101 DP - Jardim das Imbuias;2022;TOTAL DE ESTUPRO (4);70;40;60;100;50;3;1;8;1;6;3;5;590
101 DP - Jardim das Imbuias;2022;ESTUPRO;0;0;10;10;40;1;0;1;0;1;0;1;100
101 DP - Jardim das Imbuias;2022;ESTUPRO DE VULNERÁVEL;70;40;50;90;10;2;1;7;1;5;3;4;490
101 DP - Jardim das Imbuias;2022;TOTAL DE ROUBO - OUTROS (1);1820;1410;1770;1520;1590;169;152;159;141;143;178;164;1917
101 DP - Jardim das Imbuias;2022;ROUBO - OUTROS;1720;1370;1630;1420;1450;165;146;156;140;140;173;162;1841
101 DP - Jardim das Imbuias;2022;ROUBO DE VEÍCULO;150;240;100;150;100;13;12;16;14;17;27;33;2060
101 DP - Jardim das Imbuias;2022;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2022;ROUBO DE CARGA;100;40;140;100;140;4;6;3;1;3;5;2;760
101 DP - Jardim das Imbuias;2022;FURTO - OUTROS;1520;1530;2370;1640;2020;177;204;199;191;193;200;179;2251
101 DP - Jardim das Imbuias;2022;FURTO DE VEÍCULO;130;160;100;170;190;18;19;20;24;27;35;21;2390
007 DP - Lapa;2025;HOMICÍDIO DOLOSO (2);0;0;0;0;0;;;;;;;;0
007 DP - Lapa;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;;;;;;;;0
007 DP - Lapa;2025;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
007 DP - Lapa;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
007 DP - Lapa;2025;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;0;10;0;;;;;;;;20
007 DP - Lapa;2025;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;;;;;;;;0
007 DP - Lapa;2025;TENTATIVA DE HOMICÍDIO;0;0;10;0;10;;;;;;;;20
007 DP - Lapa;2025;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;10;;;;;;;;10
007 DP - Lapa;2025;LESÃO CORPORAL DOLOSA;160;190;120;180;190;;;;;;;;840
007 DP - Lapa;2025;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;100;60;180;160;170;;;;;;;;670
007 DP - Lapa;2025;LESÃO CORPORAL CULPOSA - OUTRAS;0;10;10;10;30;;;;;;;;60
007 DP - Lapa;2025;LATROCÍNIO;0;0;0;0;0;;;;;;;;0
007 DP - Lapa;2025;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;;;;;;;;0
007 DP - Lapa;2025;TOTAL DE ESTUPRO (4);30;10;20;20;10;;;;;;;;90
007 DP - Lapa;2025;ESTUPRO;20;0;20;10;10;;;;;;;;60
007 DP - Lapa;2025;ESTUPRO DE VULNERÁVEL;10;10;0;10;0;;;;;;;;30
007 DP - Lapa;2025;TOTAL DE ROUBO - OUTROS (1);1120;1290;1560;1140;1210;;;;;;;;6320
007 DP - Lapa;2025;ROUBO - OUTROS;1110;1290;1560;1130;1210;;;;;;;;6300
007 DP - Lapa;2025;ROUBO DE VEÍCULO;40;10;40;40;30;;;;;;;;160
007 DP - Lapa;2025;ROUBO A BANCO;0;0;0;0;0;;;;;;;;0
007 DP - Lapa;2025;ROUBO DE CARGA;10;0;0;10;0;;;;;;;;20
007 DP - Lapa;2025;FURTO - OUTROS;3720;3870;4620;3880;3140;;;;;;;;1923
007 DP - Lapa;2025;FURTO DE VEÍCULO;750;890;680;720;840;;;;;;;;3880
007 DP - Lapa;2024;HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;1;0;0;0;10
007 DP - Lapa;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;1;0;0;0;10
007 DP - Lapa;2024;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2024;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;10;0;0;0;0;0;1;0;1;0;0;0;30
007 DP - Lapa;2024;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;1;0;0;0;10
007 DP - Lapa;2024;TENTATIVA DE HOMICÍDIO;10;0;0;0;10;1;3;1;1;0;0;0;80
007 DP - Lapa;2024;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2024;LESÃO CORPORAL DOLOSA;230;210;250;180;330;33;20;20;20;30;18;19;2800
007 DP - Lapa;2024;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;130;100;210;140;150;10;19;18;10;19;20;7;1760
007 DP - Lapa;2024;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;10;0;0;1;0;0;0;1;1;0;40
007 DP - Lapa;2024;LATROCÍNIO;0;10;0;0;0;0;0;0;2;0;0;0;30
007 DP - Lapa;2024;Nº DE VÍTIMAS EM LATROCÍNIO;0;10;0;0;0;0;0;0;2;0;0;0;30
007 DP - Lapa;2024;TOTAL DE ESTUPRO (4);0;0;30;10;30;3;0;2;1;4;3;1;210
007 DP - Lapa;2024;ESTUPRO;0;0;20;10;10;0;0;1;0;2;2;0;90
007 DP - Lapa;2024;ESTUPRO DE VULNERÁVEL;0;0;10;0;20;3;0;1;1;2;1;1;120
007 DP - Lapa;2024;TOTAL DE ROUBO - OUTROS (1);1450;1180;1230;1310;890;114;143;119;124;105;85;120;1416
007 DP - Lapa;2024;ROUBO - OUTROS;1380;1160;1210;1300;870;113;143;115;124;103;81;115;1386
007 DP - Lapa;2024;ROUBO DE VEÍCULO;40;80;80;90;50;4;5;6;10;6;6;7;780
007 DP - Lapa;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2024;ROUBO DE CARGA;70;20;20;10;20;1;0;4;0;2;4;5;300
007 DP - Lapa;2024;FURTO - OUTROS;3290;3530;3430;3360;3430;327;362;374;310;384;344;366;4171
007 DP - Lapa;2024;FURTO DE VEÍCULO;670;860;690;790;780;90;86;102;68;94;79;58;9560
007 DP - Lapa;2023;HOMICÍDIO DOLOSO (2);0;0;0;0;10;2;0;0;0;0;0;2;50
007 DP - Lapa;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;10;2;0;0;0;0;0;2;50
007 DP - Lapa;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;10;10;0;0;1;0;2;0;1;0;70
007 DP - Lapa;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2023;TENTATIVA DE HOMICÍDIO;0;10;10;0;0;0;0;1;0;0;3;0;60
007 DP - Lapa;2023;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2023;LESÃO CORPORAL DOLOSA;230;150;240;190;210;22;15;18;29;24;26;28;2640
007 DP - Lapa;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;90;90;90;80;120;10;10;7;10;8;6;7;1050
007 DP - Lapa;2023;LESÃO CORPORAL CULPOSA - OUTRAS;0;10;20;10;0;1;0;0;1;1;1;0;80
007 DP - Lapa;2023;LATROCÍNIO;0;0;0;0;10;0;0;0;0;0;0;0;10
007 DP - Lapa;2023;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;10;0;0;0;0;0;0;0;10
007 DP - Lapa;2023;TOTAL DE ESTUPRO (4);30;40;30;0;20;0;1;1;1;3;1;0;190
007 DP - Lapa;2023;ESTUPRO;20;0;10;0;0;0;1;1;0;1;0;0;60
007 DP - Lapa;2023;ESTUPRO DE VULNERÁVEL;10;40;20;0;20;0;0;0;1;2;1;0;130
007 DP - Lapa;2023;TOTAL DE ROUBO - OUTROS (1);1060;1300;1650;1480;1620;108;120;135;149;157;122;120;1622
007 DP - Lapa;2023;ROUBO - OUTROS;1030;1270;1650;1460;1600;105;117;135;149;155;120;119;1601
007 DP - Lapa;2023;ROUBO DE VEÍCULO;40;40;90;80;40;3;12;4;7;12;8;4;790
007 DP - Lapa;2023;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2023;ROUBO DE CARGA;30;30;0;20;20;3;3;0;0;2;2;1;210
007 DP - Lapa;2023;FURTO - OUTROS;3220;2950;3590;3290;4170;296;350;440;379;364;323;347;4221
007 DP - Lapa;2023;FURTO DE VEÍCULO;690;740;970;770;690;49;63;93;73;68;72;69;8730
007 DP - Lapa;2022;HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2022;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2022;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;10;10;20;0;0;0;0;0;0;0;50
007 DP - Lapa;2022;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2022;TENTATIVA DE HOMICÍDIO;0;10;10;0;0;1;0;0;1;1;0;0;50
007 DP - Lapa;2022;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2022;LESÃO CORPORAL DOLOSA;160;180;240;180;180;18;21;16;18;15;23;25;2300
007 DP - Lapa;2022;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;50;70;70;130;100;10;14;21;8;6;10;11;1220
007 DP - Lapa;2022;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;20;1;1;0;1;2;1;0;80
007 DP - Lapa;2022;LATROCÍNIO;0;0;0;0;10;0;0;0;0;0;0;0;10
007 DP - Lapa;2022;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;10;0;0;0;0;0;0;0;10
007 DP - Lapa;2022;TOTAL DE ESTUPRO (4);10;20;10;0;10;1;2;1;1;5;1;1;170
007 DP - Lapa;2022;ESTUPRO;10;10;10;0;0;1;0;0;1;3;1;0;90
007 DP - Lapa;2022;ESTUPRO DE VULNERÁVEL;0;10;0;0;10;0;2;1;0;2;0;1;80
007 DP - Lapa;2022;TOTAL DE ROUBO - OUTROS (1);1190;870;1040;1310;1200;98;101;83;103;133;113;131;1323
007 DP - Lapa;2022;ROUBO - OUTROS;1180;860;1000;1290;1150;98;98;82;102;133;111;127;1299
007 DP - Lapa;2022;ROUBO DE VEÍCULO;70;100;50;110;60;8;10;8;4;10;12;13;1040
007 DP - Lapa;2022;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
007 DP - Lapa;2022;ROUBO DE CARGA;10;10;40;20;50;0;3;1;1;0;2;4;240
007 DP - Lapa;2022;FURTO - OUTROS;2630;2770;3470;4160;3020;279;299;327;290;295;287;354;3736
007 DP - Lapa;2022;FURTO DE VEÍCULO;660;700;1020;910;830;84;103;83;77;82;90;60;9910
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;HOMICÍDIO DOLOSO (2);0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;TENTATIVA DE HOMICÍDIO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;LESÃO CORPORAL DOLOSA;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;LATROCÍNIO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;TOTAL DE ESTUPRO (4);0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;ESTUPRO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;ESTUPRO DE VULNERÁVEL;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;TOTAL DE ROUBO - OUTROS (1);0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;ROUBO - OUTROS;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;ROUBO DE VEÍCULO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;ROUBO A BANCO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;ROUBO DE CARGA;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;FURTO - OUTROS;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2025;FURTO DE VEÍCULO;0;0;0;0;0;;;;;;;;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;LESÃO CORPORAL DOLOSA;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;TOTAL DE ESTUPRO (4);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;TOTAL DE ROUBO - OUTROS (1);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;ROUBO - OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;FURTO - OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2024;FURTO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2023;HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2023;TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2023;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2023;LESÃO CORPORAL DOLOSA;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2023;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0
OcorrenciaMensal(Criminal)-7ª DDM - 7ª Seccional - Itaquera_20250724_221516;2023;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
